occurrenceID,basisOfRecord,kingdom,family,genus,specificEpithet,scientificNameAuthorship,scientificName,taxonRank,taxonomicStatus,recordedBy,recordNumber,eventDate,institutionCode,decimalLatitude,decimalLongitude,locality
731,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,rugosifolia,M.G.Gilbert & Sebsebe,Aloe rugosifolia M.G.Gilbert & Sebsebe,species,accepted,"Sebsebe, D.",2560,//,ETH,4.38333,38.3,ETH-SD: 2 km of Dubluk towards Yabello
732,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,rugosifolia,M.G.Gilbert & Sebsebe,Aloe rugosifolia M.G.Gilbert & Sebsebe,species,accepted,"Sebsebe, D.",5574,,ETH,4.98333,38.5,"ETH-SD: About 5 km S of Yabello, at 667 km from A.A. towards Moyale"
733,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,rugosifolia,M.G.Gilbert & Sebsebe,Aloe rugosifolia M.G.Gilbert & Sebsebe,species,accepted,"Sebsebe, D.; Ensermu, K.",2874,//,ETH,3.76667,39.11667,ETH-SD: 15 km Moyale towards Addis Ababa
734,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,rugosifolia,M.G.Gilbert & Sebsebe,Aloe rugosifolia M.G.Gilbert & Sebsebe,species,accepted,"Sebsebe, D.; et al.",2205,//,ETH,4.98333,38.5,"ETH-SD: About 5 km S of Yabello, at 667 km from A.A. towards Moyale"
735,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,B,8791,,EA,-3.35,38.925,"Ken- K7: Voi, Mazinga Hill"
736,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,B,13424,,EA,-3.03333,38.7,Ken-K4/7 : Lugards Falls
737,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,B,14617,,EA,3.28333,40.91667,Ken- : Danissa
738,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,Bono,3,,EA,2.16667,36.85,Ken-K1: 1 km S of South Horr
739,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,"Ellis, P.E.",336,30/12/1954,K,5.33333,44,"ETH-HA: Ogaden, N of Frerfer, God Dere District"
740,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,Gilbert; et al.,5507,//,ETH,2.08333,36.93333,Kenya: K1; 1 km S of Horr on Baragoi road
741,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,"Gillett, J.B.",15151,,"EA, FT",0.53333,38.51667,"Ken- : Garba Tula, Garissa"
742,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,Goetting,90,,EA,0.83333,37.33333,Ken-1 : 15 km S of Wamba
743,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,Greenway,13086,,"EA, SRGH, FT",-3.38333,38.58333,"Ken- : Voi gate, Tsave"
744,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,Greenway; Kanuri,13728,,EA,-3.38333,38.91667,Ken- K7: Voi HQ
745,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,Jex Blake,7398,,EA,2.16667,36.91667,Ken-K1 : Horr valley (A. jex-blakeae)
746,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,"Kuchar, P.",17157,11/10/1986,"K, UPS",4.08333,45.25,"SOM-Hiiran Region, Bulo Burti District, 3 km NW of Buuqda Caqable"
747,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,Mcloughlin,,,SRGH,-0.7,38.75,Ken-K7 : Tula River
748,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,"Reynolds, G.W.",7083,25/9/1953,K,4.18333,42.06667,"ETH-BA: 1 mile west of Dolo (said to be in Somalia, but NOT)."
749,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,"Reynolds, G.W.",7085,27/9/1953,K,3.8,42.55,SOM-S: 1 mile NW of Lugh Ferrandi on W side of  Juba River
750,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,"Ruspolii, E.; Riva, D.",,,K (photo),8,43.73333,"ETH-BA/HA: Ogaden, Milmil & Imi"
751,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,ruspoliana,Baker,Aloe ruspoliana Baker,species,accepted,"Sebsebe, D.; et al.",4275,//,ETH,6.93333,41,ETH-BA: Sof Omar caves on slopes along the Web river
752,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schelpei,Reynolds,Aloe schelpei Reynolds,species,accepted,"Ash, J.",2377,2/4/1974,K,9.91667,38.9,ETH-SU: 17 km S of river crossing 55 km NE of turn-off at Makaturi. Makaturi is 70 km N of A.A. -Gonder. Jemma Gorge
753,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schelpei,Reynolds,Aloe schelpei Reynolds,species,accepted,"Ash, J.",2377,2/4/1974,K,9.91667,38.9,ETH-SU: 17 km S of river crossing 55 km NE of turn-off at Makaturi. Makaturi is 70 km N of A.A. -Gonder. Jemma Gorge
754,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schelpei,Reynolds,Aloe schelpei Reynolds,species,accepted,"Ash, J.",2383,6/4/1974,K,9.91667,38.9,ETH-SU: 17 km S of river crossing 55 km NE of turn-off at Makaturi. Makaturi is 70 km N of A.A. -Gonder
755,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schelpei,Reynolds,Aloe schelpei Reynolds,species,accepted,"Ash, J.",2383,6/4/1974,K,9.91667,38.9,ETH-SU: 17 km S of river crossing 55 km NE of turn-off at Makaturi. Makaturi is 70 km N of A.A. -Gonder
756,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schelpei,Reynolds,Aloe schelpei Reynolds,species,accepted,"Ash, J.",2671,26/10/1974,K,9.36667,38.78333,ETH-SU: 45 km north of Addis Abeba
757,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schelpei,Reynolds,Aloe schelpei Reynolds,species,accepted,"Ash, J.",2671,26/10/1974,K,9.36667,38.78333,ETH-SU: 45 km north of Addis Abeba
758,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schelpei,Reynolds,Aloe schelpei Reynolds,species,accepted,"Leach, L.C.",9838,//,K (iso),9.41667,38.87444,"ETH-SU: Mulu Sayu, 57 km N of Addis Abeba"
759,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schelpei,Reynolds,Aloe schelpei Reynolds,species,accepted,"Sandford, A.E.",,,K,9.33333,38.68333,"ETH-SU: Bole Canyon, 45 km NW of Addis Abeba"
760,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schelpei,Reynolds,Aloe schelpei Reynolds,species,accepted,"Sandford, A.E.",,,K,9.33333,38.68333,"ETH-SU: Bole Canyon, 45 km NW of Addis Abeba"
761,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schelpei,Reynolds,Aloe schelpei Reynolds,species,accepted,"Sebsebe, D.; Ermias, D.",2391,//,ETH,9.7,38.86667,"ETH-SU: 3 km from turn off to Debre Libanos (100 km N of A.A. towards Gojam), near water fall below Amanuel Church"
762,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schoelleri,Schweinf.,Aloe schoelleri Schweinf.,species,accepted,"Schweinfurth, G.",158,/5/1894,"(K, iso) Leaf only",14.86667,39.43333,ERI-EW: Kohaito Plateau
763,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schoelleri,Schweinf.,Aloe schoelleri Schweinf.,species,accepted,"Schweinfurth, G.",158,/5/1894,K (photo of type from B; Infl. Only),14.86667,39.43333,ERI-EW: Kohaito Plateau
764,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,Eggeling,3871,,,3.28333,30.96667,"Uga-U1 : Maracha, W. Nile"
765,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,"Hepper, F.N.",1131,,K,9.66667,9.28333,"Nigeria: Sara Hills, Dutsen Adari above Badni."
766,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,"Hepper, F.N.",1603,,K,8.66667,12.66667,"Nigeria: Adamawa Div., Alantika Mts., Mapeo"
767,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,"Keay, R.W.J.",,,K,7.1,5.1,"Nigeria: Idanre Hills, Carter Peak"
768,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,"Leuenberger, B.; et al.",1535,,K,10.73333,0.2,"TOGO: Région des Savannes. 15 km südlich Dapaon (Dagango), am Südrand der Fosse aux Lions."
769,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,Lye; Lester,2194,,EA,2.46667,31.1,"Uga-U1 : 5 km E of Nyarabur, Okoro"
770,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,"Myers, J.G.",9168,3/8/1938,K,5.51667,30.33333,"SUD: Equatorial Prov., roadside below main preak of Mt Odo south of Amadi"
771,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,"Myers, J.G.",9168,3/8/1938,K,5.51667,30.33333,"SUD: Equatorial Prov., roadside below main preak of Mt Odo south of Amadi"
772,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,"Reynolds, G.W.",7284,,K,4.46667,29,"SUD: Equatorial Prov., Jebel Bangenze, near Congo Border"
773,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,"Reynolds, G.W.",7284,,K,4.46667,29,"SUD: Equatorial Prov., Jebel Bangenze, near Congo Border"
774,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,"Sanou, L.; et al.",,,K,13.33583,-3.20917,"Burkina Faso: Sourou. Tougan-Toeny road, at 36 km west of Tougan."
775,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,Schafer,7929,,K,10.63333,0.2,"TOGO: Savanes-Dapaong, 6 km S of Boumbouaka"
776,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,schweinfurthii,Baker,Aloe schweinfurthii Baker,species,accepted,"Schweinfurth, G.",,//,K(type),4.85,30.63333,SUD: Am Makporr0-Huggel
777,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Bally, P.R.O.",6319,,K,10.61667,47.35,SOM-N2: Erigavo township
778,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Bally, P.R.O.",10357,,K,10.7,47.3,"SOM-N2: to 12 km N of Erigavo, 5 miles E., 32 miles S. (not checked towards West)"
779,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Bally, P.R.O.",11019,,K,10.94667,48.87111,SOM-N3: Eastern Al Madu Range at Agausar
780,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Bally, P.R.O.",11019,,K,10.94667,48.87111,SOM-N3: Eastern Al Madu Range at Agausar
781,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Bally, P.R.O.",11179,,K,10.85,48.7,SOM-N2: Intermediate hills between Al Madu Range & Shemis Plain
782,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Barbier, C.",960,5/12/1983,K,10.96667,49.08333,SOM-N3: Galgala
783,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Bavazzano, R.; Lavranos, J.",,,"K,FT, UPS",10.96667,49.08333,"SOM-N3: Som Settentrionalle Jabel Al Madu, nei pressi di Galgalo (localita 32)"
784,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Brandham, P.",2903,//,K,10.71667,47.25,"SOM-N2: Foot of Surud, eastern edge, 12.3 km N of Erigavo"
785,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Hemming, C.F.",1607,21/9/1959,K,10.98333,49.06667,"SOM-N3: Galgalo, W of Carin"
786,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Hemming, C.F.",1932,26/9/1960,"K, FT",10.63333,47.35,SOM-N2: 2.5 miles N of Erigavo
787,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Lavranos, J.; Carter, S.",24759,20/11/1984,K,11,49.03333,SOM-N3: Galgallo. 25 km  West of Carin
788,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Reynolds, G.W.",8273,14/1/1958,K,10.94667,48.87111,SOM-N3: from Coll of Bally (11019) at Agausur in Al Madu Range.
789,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Reynolds, G.W.",8402,8/9/1957,K,10.61667,47.36667,"SOM-N2: Erigavo, abundant all around Erigavo"
790,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,scobinifolia,Reynolds & P.R.O.Bally,Aloe scobinifolia Reynolds & P.R.O.Bally,species,accepted,"Reynolds, G.W.",8403,8/9/1957,K (iso),10.61667,47.36667,"SOM-N2: Erigavo, abundant all around Erigavo"
791,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Ash, J.",2779,30/12/1974,K,4.06667,35.31667,ETH-SD: 6 mile SW of Mega on Marsabit road
792,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Ash, J.",2779,30/12/1974,K,4.06667,35.31667,ETH-SD: 6 mile SW of Mega on Marsabit road
793,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,B,10797,,EA,2.53333,34.65,UGA-U1 : S of Moroto
794,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Bally,4074,,EA,1.23333,35.11667,Ken-K2 Kapenguria
795,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Carter, S.",36,,EA,1.38333,35.28333,"Ken-K2 Mt.Marobus, 70 km NE of Kitale"
796,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Christian,1080,,,1.95,34.95,UGA-U1 : Amudat
797,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Friis, I.; et al.",8308,27/11/1997,K,4.91667,38.15,ETH-SD:6 km from Yavello on road to Agre Maryam
798,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Friis, I.; et al.",8308,27/11/1997,K,4.91667,38.15,ETH-SD:6 km from Yavello on road to Agre Maryam
799,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Friis, I.; et al.",9337,7/12/1998,K,4.8,38.33333,ETH-SD: 20 km on Yavello-Mega Rd on road towards Arero
800,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Friis, I.; et al.",9337,7/12/1998,K,4.8,38.33333,ETH-SD: 20 km on Yavello-Mega Rd on road towards Arero
801,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Friis, I.; et al.",9359,8/12/1998,K,5.18333,37.58333,ETH-GG: 8 km from Brindii village on trail to Sagan River and Konso (brindi is on the new Rd yavello to Teltelle)
802,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Friis, I.; et al.",9359,8/12/1998,K,5.18333,37.58333,ETH-GG: 8 km from Brindii village on trail to Sagan River and Konso (brindi is on the new Rd yavello to Teltelle)
803,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Gilbert, M.G.; Gilbert, S.B.",1504,,K,5.15,36.75,ETH-GG: Track between Hamer Koke and Lake Rudolph  (Turkana)
804,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Kerfoot,3691,,EA,2.28333,34.65,UGA-U1 : Lodokoteminit
805,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Kerfoot,4547,,EA,2.28333,34.65,UGA-U1 : Lodokoteminit/lodoketemit
806,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Manum; Lester,230,,EA,3.35,34.1,"UGA-U1 : Near Koputh, Dodoth"
807,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Mathew,6844,,,1.88333,35.76667,"Ken-K1: Kailongol Mts., Turkana"
808,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Reynolds,6097,,,1.95,34.95,UGA-U1: Amudat (photo)
809,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Reynolds,6723,,,3.35,34.26667,"UGA- : Loyoro, N of Amudat"
810,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Reynolds,7941,,,1.95,34.95,UGA-U1 : Amudat (photo)
811,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Reynolds,7942,,,1.95,34.95,UGA-U1 : Amudat (photo)
812,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Reynolds,7943,,EA,1.95,34.95,UGA-U1 : Amudat
813,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Reynolds, G.W.",7065,18/9/1953,K,4.96667,37.88333,"ETH-SD: Borana, 22 miles West of Yavello on rd to Sagan River"
814,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Reynolds, G.W.",7065,18/9/1953,K,4.96667,37.88333,"ETH-SD: Borana, 22 miles West of Yavello on rd to Sagan River"
815,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Reynolds, G.W.",7490,13/7/1954,K,4.41667,31.61667,"SUD: Equatoria, 26 Miles S of Juba on road to Vei"
816,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Reynolds, G.W.",7490,13/7/1954,K,4.41667,31.61667,"SUD: Equatoria, 26 Miles S of Juba on road to Vei"
817,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Sebsebe, D.",2369,//,ETH,1.43333,36.98333,"Kenya: K4; Central Province, Nairobi/Machacos Dist., Athi River bridge on Nairobi Namanga Road, 1 km from Nairobi - Mombasa junction"
818,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Sebsebe, D.",5573,,ETH,4.65,38.3,ETH-SD: 66 km from Mega towards Addis Ababa through Yavello
819,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Sebsebe, D.",5576,,ETH,4.88333,38.83333,ETH-SD: 5 km South of Yavello (96 km from Mega towards Addis Ababa)
820,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Sebsebe, D.; Ensermu, K.",2883,//,ETH,3.91667,35.5,ETH-SD: 19 km from Mega towards
821,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,"Sebsebe, D.; et al.",2196,//,ETH,3.55,39.1,ETH-SD: 17 km from Moyale towards Mega
822,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Spoerry,42780,,EA,1.5,35.41667,Ken-K2 W.Suk
823,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Tweedie,262,,,1.95,34.95,UGA-U1 : Amudat
824,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,secundiflora,Engl.,Aloe secundiflora Engl.,species,accepted,Tweedie,2494,,EA,1.95,34.95,UGA-U1 : Amudat
825,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,"Ash, J.",1810,23/12/1972,K,9.83333,39.78333,ETH-SU: Senete 78 km N of Debre Sina on Addis Ababa to Dessie Road
826,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,"Ash, J.",1810,23/12/1972,K,9.83333,39.78333,ETH-SU: Senete 78 km N of Debre Sina on Addis Ababa to Dessie Road
827,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,Gelahun; Zerihun,285,//,ETH,12.51667,39.51667,ETH-WU: on the way from Korem to Sekota
828,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,"Gilbert, M.G.; Getachew, A.",,,K,9.83333,39.81667,ETH-SU: Near Debre Sina
829,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,"Hildebrandt, K.",284,//,ETH,12,39.65,ETH-SU: Robi (Debre Sina)
830,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,"Reynolds, G.W.",8127,29/4/1956,K,9.78333,39.85,ETH-SU: 19 km NE of Debre Sina
831,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,"Sebsebe, D.",4659,//,ETH,9.78333,39.85,ETH-SU: 25 km from Debre Sina towards Dessie on a hill side
832,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,"Sebsebe, D.",6494,,ETH,10.28333,39.98333,ETH-SU: 137 km from Dessie towards Addis
833,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,"Sebsebe, D.; Ermias, D.",2210,//,"ETH, K",9.83333,39.91667,"ETH-SU: Yifat & Timuga Awraja, 2-4 km from Chira Meda, 20 km from Debre Sina towards Dessie"
834,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,"Sebsebe, D.; et al.",5187,//,ETH,11.1,39.65,ETH-SU: 134 km from Dessie (7 km before Senbette) towards A.A
835,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinana,Reynolds,Aloe sinana Reynolds,species,accepted,"Sebsebe, D.; et al.",5188,//,ETH,9.78333,39.85,ETH-SU: 10 km before Debre Sina on a disturbed slope
836,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinkatana,Reynolds,Aloe sinkatana Reynolds,species,accepted,Holmes,1865,,LCD kew,18.76667,37.03333,"sud Red Sea Hills,lower slopes of Jebel Auliyi. 8km W of Erkowit"
837,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinkatana,Reynolds,Aloe sinkatana Reynolds,species,accepted,Holmes,1871,,K voucher made by Olwen,18.75,37.06667,SUD: from Red Sea Hills Plains 24 km E of summit on Rd to erkowit)
838,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinkatana,Reynolds,Aloe sinkatana Reynolds,species,accepted,literature,,,protologue,18.955,36.83306,SUD: Gebiet
839,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinkatana,Reynolds,Aloe sinkatana Reynolds,species,accepted,"Reynolds, G.W.",8020,4/4/1956,K (iso),18.78333,36.81667,"SUD: Red Sea Hills, between Sinkat and summit"
840,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinkatana,Reynolds,Aloe sinkatana Reynolds,species,accepted,"Reynolds, G.W.",8029,,K,18.75,37.05,"SUD: Red Sea Hills, 7 miles W of Erkowit"
841,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinkatana,Reynolds,Aloe sinkatana Reynolds,species,accepted,"Reynolds, G.W.",8030,5/4/1956,K,18.75,37.05,"SUD: Red Sea Hills, 7 miles W of Erkowit"
842,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,sinkatana,Reynolds,Aloe sinkatana Reynolds,species,accepted,Sahni; Kamil,694,26/4/1967,K,18.83333,36.83333,SUD: Sinkat (Erkowit)
